1,C:maj,G
1,C:maj,A
1,C:maj,G
1,C:maj,E
1,C:maj,C
2,C:maj,A
2,C:maj,G
3,C:maj,G
3,C:maj,A
3,C:maj,G
3,C:maj,A
3,C:maj,G
3,C:maj,C
4,G:maj,B
5,G:maj,F
5,G:maj,G
5,G:maj,F
5,G:maj,D
5,G:maj,B
6,G:maj,A
6,G:maj,G
7,G:maj,G
7,G:maj,A
7,G:maj,G
7,G:maj,A
7,G:maj,G
7,G:maj,A
8,C:maj,B
9,C:maj,G
9,C:maj,A
9,C:maj,G
9,C:maj,E
9,C:maj,C
10,C:maj,A
10,C:maj,G
11,C:maj,G
11,C:maj,A
11,C:maj,G
11,C:maj,A
11,C:maj,G
11,C:maj,C
12,G:maj,B
13,G:maj,F
13,G:maj,G
13,G:maj,F
13,G:maj,D
13,G:maj,B
14,G:maj,A
14,G:maj,G
15,G:maj,G
15,G:maj,A
15,G:maj,G
15,G:maj,A
15,G:maj,G
15,G:maj,D
16,C:maj,C
17,F:maj,A
17,F:maj,A
17,F:maj,C
17,F:maj,A
18,C:maj,G
18,C:maj,E
18,C:maj,G
18,C:maj,G
19,G:maj,F
19,G:maj,A
19,G:maj,G
19,G:maj,F
20,C:maj,E
21,G:maj,D
21,G:maj,E
21,G:maj,G
21,G:maj,A
22,G:maj,B
22,G:maj,B
22,G:maj,B
23,D:maj,C
23,D:maj,C
23,D:maj,B
23,D:maj,A
24,G:maj,G
24,G:maj,F
24,G:maj,D
24,G:maj,D
25,C:maj,G
25,C:maj,A
25,C:maj,G
25,C:maj,E
25,C:maj,C
26,C:maj,A
26,C:maj,G
27,C:maj,G
27,C:maj,A
27,C:maj,G
27,C:maj,A
27,C:maj,G
27,C:maj,G
27,C:maj,C
28,G:maj,B
29,G:maj,F
29,G:maj,G
29,G:maj,F
29,G:maj,D
29,G:maj,B
30,G:maj,A
30,G:maj,G
31,G:maj,G
31,G:maj,A
31,G:maj,G
31,G:maj,A
31,G:maj,G
31,G:maj,G
31,G:maj,D
32,C:maj,C
