1,C:maj,G
1,C:maj,G
1,C:maj,G
1,C:maj,G
1,C:maj,E
2,C:maj,G
2,C:maj,G
2,C:maj,G
2,C:maj,G
2,C:maj,E
3,C:maj,G
3,C:maj,G
3,C:maj,E
3,C:maj,G
3,C:maj,C
4,G:maj,B
5,D:min,D
5,D:min,D
5,D:min,D
5,D:min,D
5,D:min,C
6,G:maj,B
6,G:maj,B
6,G:maj,B
6,G:maj,B
6,G:maj,A
7,C:maj,G
7,C:maj,G
7,C:maj,G
8,G:maj,F
8,G:maj,F
9,C:maj,E
10,C:maj,G
10,C:maj,G
10,C:maj,G
10,C:maj,G
10,C:maj,E
11,C:maj,G
11,C:maj,G
11,C:maj,G
11,C:maj,G
11,C:maj,E
12,C:maj,G
12,C:maj,G
12,C:maj,E
12,C:maj,G
12,C:maj,G
12,C:maj,C
12,C:maj,C
13,G:maj,B
14,D:min,D
14,D:min,D
14,D:min,D
14,D:min,D
14,D:min,C
15,G:maj,B
15,G:maj,B
15,G:maj,B
15,G:maj,B
15,G:maj,A
16,C:maj,G
16,C:maj,G
16,C:maj,G
17,G:maj,A
17,G:maj,B
18,C:maj,C
19,F:maj,F
19,F:maj,C
19,F:maj,F
19,F:maj,A
20,F:maj,C
20,F:maj,C
20,F:maj,C
20,F:maj,C
21,C:maj,G
21,C:maj,E
21,C:maj,C
21,C:maj,E
22,C:maj,G
23,F:maj,F
23,F:maj,C
23,F:maj,F
23,F:maj,A
24,F:maj,C
24,F:maj,C
24,F:maj,C
24,F:maj,C
24,F:maj,C
25,D:maj,D
25,D:maj,C
25,D:maj,B
25,D:maj,A
26,G:maj,G
26,G:maj,A
26,G:maj,B
27,C:maj,G
27,C:maj,G
27,C:maj,G
27,C:maj,G
27,C:maj,E
28,C:maj,G
28,C:maj,G
28,C:maj,G
28,C:maj,G
28,C:maj,E
29,C:maj,G
29,C:maj,G
29,C:maj,E
29,C:maj,G
29,C:maj,C
30,G:maj,B
31,D:min,D
31,D:min,D
31,D:min,D
31,D:min,D
31,D:min,C
32,G:maj,B
32,G:maj,B
32,G:maj,B
32,G:maj,B
32,G:maj,A
33,C:maj,G
33,C:maj,G
33,C:maj,G
34,G:maj,A
34,G:maj,B
35,C:maj,C
